gene	GFP_rep1	GFP_rep2	GFP_rep3	WT_rep1	WT_rep2	WT_rep3	DA_rep1	DA_rep2	DA_rep3
ENSG00000258308	0	0	0	0	0	0	0	0	0
ENSG00000258311	3	0	3	2	0	4	3	7	6
ENSG00000258312	0	0	0	0	0	0	0	2	1
ENSG00000258313	0	0	0	0	0	0	0	0	0
ENSG00000258314	0	0	2	4	1	1	0	0	1
ENSG00000258315	6	2	4	7	6	8	16	14	8
ENSG00000258316	0	1	0	0	1	0	1	4	2
ENSG00000258317	0	0	0	1	2	0	1	2	2
ENSG00000258318	0	0	0	0	0	0	0	0	0
ENSG00000258320	0	1	2	0	0	0	0	0	0
ENSG00000258321	0	0	0	0	0	0	0	0	0
ENSG00000258322	0	0	0	0	0	0	0	0	0
ENSG00000258323	0	0	0	0	0	0	1	0	0
ENSG00000258324	0	0	0	0	0	0	0	0	0
ENSG00000258325	6	4	3	8	9	8	11	17	20
ENSG00000258326	0	0	0	0	0	0	0	0	0
ENSG00000258330	0	0	0	0	0	0	0	0	0
ENSG00000258331	0	0	0	0	0	1	0	0	0
ENSG00000258332	0	0	0	0	0	0	0	0	0
ENSG00000258333	0	0	0	0	0	0	0	0	0
ENSG00000258334	0	0	1	0	0	1	4	1	4
ENSG00000258336	0	0	0	0	0	0	0	0	0
ENSG00000258337	2	3	6	10	21	13	10	15	10
ENSG00000258338	0	0	0	0	0	0	0	0	1
ENSG00000258342	0	0	1	0	0	0	1	0	1
ENSG00000258343	0	0	0	0	3	2	6	2	3
ENSG00000258344	0	0	0	0	0	0	0	0	1
ENSG00000258345	1	1	0	2	0	0	1	2	1
ENSG00000258346	0	0	0	0	0	1	0	0	1
ENSG00000258348	0	0	0	0	0	0	0	0	0
ENSG00000258349	0	0	0	0	0	0	0	0	0
ENSG00000258350	0	0	0	1	0	0	2	0	0
ENSG00000258352	0	0	0	1	0	1	0	0	1
ENSG00000258353	0	0	0	0	0	0	0	0	0
ENSG00000258354	0	0	0	1	2	1	4	1	1
ENSG00000258355	0	0	0	1	0	0	0	1	0
ENSG00000258356	0	0	0	0	0	0	0	0	0
ENSG00000258357	1	1	1	1	4	6	2	10	5
ENSG00000258358	0	0	0	0	0	0	0	0	5
ENSG00000258359	7	3	11	4	6	11	9	10	13
ENSG00000258360	0	0	0	0	1	0	0	0	0
ENSG00000258361	0	0	0	0	0	0	0	0	0
ENSG00000258363	0	0	0	0	0	0	0	0	0
ENSG00000258364	0	0	0	0	0	0	0	0	0
ENSG00000258365	8	7	9	44	25	36	45	69	82
ENSG00000258366	2	0	1	3	0	3	5	3	4
ENSG00000258367	0	0	0	0	0	0	0	0	0
ENSG00000258368	0	0	0	0	0	0	0	0	0
ENSG00000258369	0	0	0	0	0	0	0	1	1
ENSG00000258370	0	0	0	0	0	0	0	0	0
ENSG00000258372	0	0	0	0	0	0	0	0	0
ENSG00000258373	0	0	0	5	0	0	2	1	0
ENSG00000258374	0	0	0	0	0	0	0	0	0
ENSG00000258375	0	1	0	4	1	0	3	3	3
ENSG00000258376	0	0	0	0	0	0	0	0	0
ENSG00000258377	6	1	1	10	3	14	9	14	10
ENSG00000258378	0	5	0	1	3	2	4	5	0
ENSG00000258379	0	0	0	0	0	0	0	0	0
ENSG00000258380	0	0	0	0	0	0	1	0	0
ENSG00000258381	0	0	0	0	0	0	0	0	0
ENSG00000258383	0	0	0	0	0	0	0	0	0
ENSG00000258384	0	1	0	0	1	0	2	0	2
ENSG00000258385	0	0	0	1	0	1	1	1	0
ENSG00000258386	0	0	0	0	0	0	1	0	0
ENSG00000258387	0	0	0	2	0	0	1	1	0
ENSG00000258388	2	1	0	0	1	1	3	2	2
ENSG00000258389	0	0	0	0	0	0	0	0	0
ENSG00000258390	0	0	0	0	0	0	1	0	1
ENSG00000258392	0	0	0	0	0	0	1	2	0
ENSG00000258393	0	0	0	0	0	0	0	1	1
ENSG00000258394	0	0	0	0	0	0	0	1	0
ENSG00000258395	0	0	0	1	0	1	2	1	0
ENSG00000258397	0	0	0	0	0	0	0	0	0
ENSG00000258399	0	0	0	2	0	0	4	0	1
ENSG00000258400	0	0	0	0	0	0	0	0	0
ENSG00000258401	0	0	0	0	0	0	0	0	0
ENSG00000258402	0	0	0	0	0	0	0	0	0
ENSG00000258403	0	0	0	0	0	0	1	0	0
ENSG00000258404	0	0	0	0	0	0	0	1	0
ENSG00000258405	0	0	1	0	0	2	5	1	1
ENSG00000258406	0	0	0	0	0	0	2	0	0
ENSG00000258407	0	0	0	0	0	0	0	0	1
ENSG00000258408	0	0	0	0	0	0	0	0	1
ENSG00000258410	0	0	0	0	0	1	1	0	0
ENSG00000258411	0	0	0	2	0	0	0	0	0
ENSG00000258412	0	0	0	1	0	0	2	4	0
ENSG00000258413	0	1	1	1	2	0	2	0	1
ENSG00000258414	1	1	2	6	7	6	9	6	4
ENSG00000258415	0	0	0	0	0	0	0	0	0
ENSG00000258416	0	0	0	0	0	0	0	0	0
ENSG00000258417	0	0	0	0	0	0	0	0	0
ENSG00000258418	0	0	0	0	0	0	0	0	0
ENSG00000258419	0	0	0	0	0	0	0	0	0
ENSG00000258420	0	0	0	0	0	0	0	0	0
ENSG00000258421	0	0	0	0	0	0	0	0	0
ENSG00000258422	0	0	1	3	0	3	2	7	3
ENSG00000258423	0	0	0	0	0	0	1	0	0
ENSG00000258424	0	0	0	1	0	1	1	1	0
ENSG00000258425	0	0	0	0	0	0	0	0	0
ENSG00000258426	0	0	0	0	0	0	1	0	1
ENSG00000258427	0	0	1	5	15	2	8	5	6
ENSG00000258428	0	0	0	0	0	0	0	0	0
ENSG00000258429	0	0	0	0	0	0	0	0	0
ENSG00000258430	0	2	0	0	1	2	5	3	5
ENSG00000258431	1	0	0	3	0	1	1	1	0
ENSG00000258433	0	0	0	0	0	0	0	1	0
ENSG00000258434	0	0	0	0	0	0	0	0	0
ENSG00000258435	0	0	0	0	0	0	0	0	1
ENSG00000258436	0	0	0	0	0	0	0	0	0
ENSG00000258437	0	0	0	0	0	0	0	0	0
ENSG00000258438	0	0	0	0	0	0	1	0	0
ENSG00000258439	1	0	0	1	0	0	0	0	0
ENSG00000258440	0	0	0	0	0	0	1	0	0
ENSG00000258441	137	97	153	372	406	432	544	710	750
ENSG00000258442	0	0	0	0	0	0	0	0	0
ENSG00000258443	0	0	0	0	1	0	1	0	1
ENSG00000258444	0	0	0	0	0	0	0	0	0
ENSG00000258445	8	10	10	28	21	15	24	53	55
ENSG00000258446	0	0	0	1	5	1	4	3	4
ENSG00000258448	1	0	0	0	0	0	0	2	0
ENSG00000258449	0	0	0	1	0	2	0	1	0
ENSG00000258450	0	1	0	2	2	2	7	0	3
ENSG00000258451	0	0	0	0	0	0	1	0	0
ENSG00000258452	0	0	0	0	0	0	1	0	0
ENSG00000258453	0	0	0	0	0	0	0	0	1
ENSG00000258454	2	1	2	5	6	3	11	6	9
ENSG00000258455	0	0	0	0	0	0	0	0	0
ENSG00000258456	0	0	0	0	0	0	2	0	0
ENSG00000258457	26	14	44	82	80	96	93	119	124
ENSG00000258458	0	3	3	8	9	7	8	11	14
ENSG00000258459	0	0	0	0	0	1	0	0	2
ENSG00000258460	0	0	0	0	0	0	0	0	0
ENSG00000258461	1	0	10	2	1	4	7	8	7
ENSG00000258462	0	0	0	0	0	0	0	0	3
ENSG00000258463	0	0	0	0	0	0	0	0	0
ENSG00000258464	0	0	0	2	0	0	1	0	0
ENSG00000258465	1	0	1	1	0	0	0	0	0
ENSG00000258466	0	0	0	0	0	1	4	2	0
ENSG00000258467	0	0	0	0	0	1	0	0	1
ENSG00000258468	0	0	0	0	0	1	0	0	0
ENSG00000258469	3	1	6	11	23	17	20	23	21
ENSG00000258471	0	1	2	2	1	0	5	3	3
ENSG00000258472	3	3	6	7	15	16	7	12	12
ENSG00000258473	0	0	0	0	0	1	0	0	0
ENSG00000258474	0	0	0	0	0	2	0	0	0
ENSG00000258475	0	0	0	0	0	0	0	0	0
ENSG00000258476	0	0	0	0	0	0	0	0	1
ENSG00000258477	0	0	0	0	1	2	0	0	0
ENSG00000258478	0	0	0	0	0	0	0	0	0
ENSG00000258479	2	3	6	1	8	2	5	10	7
ENSG00000258480	0	0	0	1	0	0	0	2	1
ENSG00000258481	0	0	0	0	0	0	0	0	0
ENSG00000258482	0	0	0	0	0	0	1	1	0
ENSG00000258483	0	0	0	0	0	0	1	0	0
ENSG00000258484	1	0	0	0	0	0	0	2	0
ENSG00000258485	0	0	0	0	0	0	0	0	0
ENSG00000258486	1710	783	714	1471	1245	691	1486	1369	1517
ENSG00000258487	0	0	0	0	0	0	0	0	0
ENSG00000258488	0	0	0	0	0	0	0	0	0
ENSG00000258489	0	0	0	0	0	0	0	0	0
ENSG00000258490	0	1	0	0	0	0	0	0	0
ENSG00000258491	0	0	0	0	0	0	0	1	0
ENSG00000258493	0	1	1	0	0	0	0	0	1
ENSG00000258494	0	0	0	0	0	0	0	0	0
ENSG00000258496	0	0	0	0	0	0	0	0	0
ENSG00000258497	0	0	0	0	0	0	2	0	0
ENSG00000258498	0	0	0	3	0	1	3	1	2
ENSG00000258499	0	0	0	0	0	0	1	0	2
ENSG00000258500	0	0	0	1	3	0	1	4	4
ENSG00000258501	0	0	0	1	0	0	1	1	1
ENSG00000258502	0	0	0	4	0	0	0	3	2
ENSG00000258503	0	0	0	0	0	0	0	0	0
ENSG00000258504	0	2	0	0	0	0	1	0	1
ENSG00000258505	0	0	0	0	0	0	0	0	0
ENSG00000258506	0	0	0	0	0	0	3	0	1
ENSG00000258507	0	0	0	0	0	0	1	0	0
ENSG00000258509	0	0	0	2	3	2	3	0	2
ENSG00000258510	0	0	0	0	0	0	1	0	0
ENSG00000258511	0	0	0	0	0	0	0	0	0
ENSG00000258512	0	0	0	0	0	3	2	1	1
ENSG00000258513	0	1	3	1	0	1	2	4	5
ENSG00000258514	0	0	0	0	0	0	0	0	0
ENSG00000258515	0	0	0	0	0	0	0	0	0
ENSG00000258516	0	1	0	1	0	0	0	0	0
ENSG00000258517	0	0	0	0	0	0	0	0	0
ENSG00000258519	0	0	0	0	0	0	2	1	0
ENSG00000258520	0	0	0	0	2	3	3	6	2
ENSG00000258521	0	0	0	0	1	1	0	0	0
ENSG00000258524	0	0	0	0	0	0	0	0	0
ENSG00000258525	5	12	18	10	15	14	25	33	38
ENSG00000258526	2	4	8	17	13	13	18	26	9
ENSG00000258527	0	0	0	0	0	0	0	0	1
ENSG00000258529	0	0	0	0	0	0	0	0	0
ENSG00000258531	0	0	0	0	0	0	0	0	0
ENSG00000258532	0	0	0	0	0	0	0	0	1
ENSG00000258534	0	0	0	1	0	0	0	0	0
ENSG00000258535	6	6	6	10	13	15	28	25	23
ENSG00000258536	0	0	0	2	0	1	0	2	6
ENSG00000258537	0	0	0	0	0	0	0	0	0
ENSG00000258538	0	0	0	0	0	0	1	1	0
ENSG00000258539	1	2	1	1	2	4	3	5	3
ENSG00000258540	0	0	0	0	0	0	0	0	0
ENSG00000258541	0	0	0	0	0	0	0	0	0
ENSG00000258542	0	0	0	0	0	0	0	0	0
ENSG00000258543	0	0	0	0	0	0	0	0	0
ENSG00000258544	0	0	0	0	1	2	0	2	1
ENSG00000258545	0	0	0	1	0	0	0	1	5
ENSG00000258546	0	0	0	0	0	0	0	1	0
ENSG00000258548	1	0	0	0	0	0	0	0	0
ENSG00000258549	0	0	0	0	0	0	0	0	0
ENSG00000258550	0	0	0	0	0	0	0	0	0
ENSG00000258551	1	0	0	1	0	0	1	1	1
ENSG00000258552	0	0	0	0	0	0	0	0	0
ENSG00000258553	0	1	0	8	1	1	1	2	3
ENSG00000258554	0	0	0	0	2	0	4	2	2
ENSG00000258555	0	3	1	0	0	2	1	0	0
ENSG00000258556	0	0	1	0	0	0	0	0	0
ENSG00000258557	0	0	0	0	0	0	0	0	0
ENSG00000258558	0	0	0	0	0	0	1	0	0
ENSG00000258559	5	5	4	11	10	6	9	18	17
ENSG00000258560	0	0	0	2	0	1	0	0	0
ENSG00000258561	11	9	4	9	10	11	13	22	24
ENSG00000258562	0	0	1	0	0	0	0	0	0
ENSG00000258563	0	1	0	2	0	4	2	5	5
ENSG00000258564	0	0	0	0	0	0	0	0	0
ENSG00000258565	0	0	1	4	1	6	2	5	2
ENSG00000258566	0	0	0	0	0	0	0	0	1
ENSG00000258567	0	0	0	0	0	0	0	0	0
ENSG00000258568	2	5	1	2	4	2	4	9	3
ENSG00000258569	0	0	0	0	0	0	0	2	1
ENSG00000258570	0	0	0	0	0	0	0	0	0
ENSG00000258571	0	0	0	0	0	0	0	0	0
ENSG00000258572	0	0	0	2	1	0	0	0	0
ENSG00000258573	0	0	1	1	0	0	0	1	0
ENSG00000258576	0	0	0	0	0	0	0	0	0
ENSG00000258577	0	0	0	1	0	1	0	4	3
ENSG00000258578	0	0	2	4	7	5	4	6	7
ENSG00000258580	0	0	0	0	0	0	0	0	1
ENSG00000258581	0	0	0	0	0	0	0	0	0
ENSG00000258582	0	0	1	1	0	0	6	0	3
ENSG00000258583	0	0	2	0	0	0	1	0	1
ENSG00000258584	0	0	0	1	0	0	1	2	3
ENSG00000258585	0	0	0	0	0	0	0	0	0
ENSG00000258586	0	0	2	2	2	2	6	3	2
ENSG00000258587	0	1	0	0	1	1	0	0	0
ENSG00000258588	0	0	0	0	0	0	0	0	0
ENSG00000258589	0	0	0	0	0	0	0	0	0
ENSG00000258590	1	1	2	1	2	1	3	2	1
ENSG00000258591	3	3	1	1	2	4	2	2	4
ENSG00000258592	0	0	4	8	6	5	11	3	6
ENSG00000258593	1	3	0	2	4	2	3	4	6
ENSG00000258594	0	0	0	0	0	0	0	0	0
ENSG00000258595	0	0	0	0	0	0	0	0	0
ENSG00000258597	0	0	0	0	0	0	1	0	0
ENSG00000258598	0	0	0	0	0	0	0	0	0
ENSG00000258599	0	0	0	1	2	4	3	2	7
ENSG00000258600	0	0	0	0	0	0	3	0	0
ENSG00000258601	0	0	3	1	1	3	2	2	2
ENSG00000258602	0	0	0	0	0	0	0	0	0
ENSG00000258603	0	0	0	2	1	2	0	1	4
ENSG00000258604	0	0	0	0	0	0	1	0	0
ENSG00000258605	0	0	0	0	0	0	1	2	0
ENSG00000258608	1	0	0	3	1	0	0	1	0
ENSG00000258609	0	0	0	0	0	0	0	1	2
ENSG00000258610	0	0	0	0	0	0	0	0	0
ENSG00000258611	0	1	1	2	1	1	0	3	3
ENSG00000258612	0	0	0	0	0	0	0	0	0
ENSG00000258613	10	7	14	0	0	47	58	59	59
ENSG00000258615	0	0	0	0	0	0	0	0	0
ENSG00000258616	0	0	2	3	1	2	2	4	7
ENSG00000258617	0	0	0	0	0	0	0	0	0
ENSG00000258618	0	0	1	0	0	0	1	0	1
ENSG00000258619	0	0	0	0	0	0	2	0	0
ENSG00000258620	1	0	1	6	2	6	5	4	3
ENSG00000258622	0	0	0	0	0	0	0	0	0
ENSG00000258623	0	0	0	0	0	0	0	0	0
ENSG00000258624	0	0	0	0	0	0	0	0	0
ENSG00000258625	0	0	0	0	0	0	0	0	2
ENSG00000258626	1	1	0	3	4	1	4	1	3
ENSG00000258627	0	0	0	0	0	0	0	2	1
ENSG00000258628	0	0	0	1	0	2	1	1	2
ENSG00000258629	0	0	0	0	0	0	2	0	0
ENSG00000258630	0	0	0	0	0	2	0	3	1
ENSG00000258631	0	0	0	0	0	0	0	1	0
ENSG00000258632	0	0	0	0	0	0	0	0	1
ENSG00000258633	0	0	0	0	0	0	3	1	0
ENSG00000258634	55	33	42	63	85	69	146	115	132
ENSG00000258635	0	0	0	0	0	0	0	0	0
ENSG00000258636	2	11	5	12	15	11	9	21	26
ENSG00000258637	0	0	0	1	0	1	0	0	0
ENSG00000258638	0	0	0	0	0	0	0	0	0
ENSG00000258639	1	0	0	0	0	0	2	0	1
ENSG00000258640	1	2	1	1	2	6	5	6	11
ENSG00000258641	0	0	0	0	0	0	0	0	0
ENSG00000258642	0	0	0	0	0	0	0	0	1
ENSG00000258643	0	1	1	4	7	3	7	2	8
ENSG00000258644	0	0	0	0	0	0	0	0	0
ENSG00000258645	28	21	33	74	73	64	56	119	137
ENSG00000258646	0	0	2	0	0	0	0	0	1
ENSG00000258647	0	0	0	0	0	0	0	0	0
ENSG00000258648	0	0	0	2	1	0	1	0	1
ENSG00000258649	0	0	0	0	0	0	0	0	0
ENSG00000258650	0	0	1	1	3	3	2	0	5
ENSG00000258651	1	3	2	6	1	6	7	11	11
ENSG00000258652	0	0	0	0	0	0	0	0	0
ENSG00000258653	0	1	0	1	8	4	0	6	5
ENSG00000258654	0	0	0	0	0	1	0	0	0
ENSG00000258655	24	14	17	31	20	18	38	58	58
ENSG00000258656	0	0	0	0	0	0	0	0	0
ENSG00000258657	0	0	0	0	0	0	1	1	0
ENSG00000258658	2	0	0	0	1	1	1	3	2
ENSG00000258659	0	0	0	0	0	0	1	0	0
ENSG00000258660	2	1	0	0	2	3	2	0	1
ENSG00000258661	0	0	0	0	0	0	0	1	0
ENSG00000258662	0	0	0	0	0	0	0	0	1
ENSG00000258663	0	0	0	2	0	0	0	0	0
ENSG00000258664	0	0	0	0	0	0	0	0	0
ENSG00000258665	0	0	0	0	0	0	0	0	0
ENSG00000258666	2	0	0	0	1	1	1	4	3
ENSG00000258667	8	4	3	11	9	11	13	22	17
ENSG00000258668	0	0	0	0	0	1	0	1	1
ENSG00000258670	0	0	0	0	0	0	0	1	1
ENSG00000258671	0	0	0	0	0	0	0	1	0
ENSG00000258672	0	0	0	0	0	0	1	1	0
ENSG00000258673	0	3	1	1	0	0	3	2	3
ENSG00000258674	0	0	0	0	0	0	0	0	0
ENSG00000258675	0	0	0	0	0	0	0	0	0
ENSG00000258676	0	0	0	0	0	0	2	0	0
ENSG00000258677	0	0	0	0	0	0	0	0	0
ENSG00000258678	0	0	0	0	1	0	0	0	0
ENSG00000258679	0	1	0	0	0	1	0	1	0
ENSG00000258680	0	0	0	0	0	0	0	0	0
ENSG00000258681	0	0	0	0	1	0	0	0	0
ENSG00000258682	1	1	7	8	4	11	4	13	9
ENSG00000258683	0	0	0	0	0	0	1	0	0
ENSG00000258684	0	1	1	3	1	1	6	2	1
ENSG00000258685	0	0	0	0	0	0	0	0	0
ENSG00000258687	0	0	0	0	0	0	0	0	0
ENSG00000258689	0	0	0	0	0	0	0	0	0
ENSG00000258690	0	0	0	1	1	0	1	1	2
ENSG00000258691	0	0	0	0	0	0	0	0	0
ENSG00000258692	3	0	0	1	0	0	2	5	0
ENSG00000258693	0	0	0	0	0	0	1	0	0
ENSG00000258694	0	0	0	0	0	0	1	0	0
ENSG00000258695	0	0	0	0	0	0	0	0	1
ENSG00000258696	0	0	0	0	0	0	0	0	0
ENSG00000258697	0	0	0	0	0	0	0	0	0
ENSG00000258698	0	0	0	0	0	0	0	0	0
ENSG00000258699	0	0	0	0	0	0	1	0	1
ENSG00000258700	0	0	2	5	2	1	4	5	6
ENSG00000258701	0	1	4	6	2	3	9	7	2
ENSG00000258702	0	0	1	3	1	0	1	0	0
ENSG00000258703	0	0	0	0	0	0	3	0	2
ENSG00000258704	24	14	18	54	40	41	43	65	61
ENSG00000258705	0	0	0	2	0	2	0	1	1
ENSG00000258706	0	0	0	0	0	0	0	0	0
ENSG00000258707	0	0	0	0	0	0	0	0	0
ENSG00000258708	65	56	42	89	114	114	87	190	165
ENSG00000258710	0	0	0	0	0	0	0	0	0
ENSG00000258711	3	1	0	2	3	6	0	4	3
ENSG00000258712	0	0	0	0	0	0	1	0	0
ENSG00000258713	0	0	0	0	0	0	0	0	0
ENSG00000258714	0	0	0	0	0	0	2	0	0
ENSG00000258716	0	0	0	1	0	0	1	0	1
ENSG00000258717	0	0	0	0	0	0	0	0	0
ENSG00000258718	0	0	0	0	0	0	0	0	0
ENSG00000258719	0	0	0	0	0	0	0	0	0
ENSG00000258721	0	0	0	0	0	0	0	0	1
ENSG00000258722	0	0	1	0	0	1	1	1	2
ENSG00000258723	0	0	0	0	0	0	1	0	0
ENSG00000258724	0	0	0	0	0	0	0	0	0
ENSG00000258725	2	5	2	8	11	13	22	11	9
ENSG00000258726	0	0	0	0	0	0	0	0	1
ENSG00000258727	2	0	7	15	18	15	23	29	20
ENSG00000258728	0	0	0	0	0	0	0	0	0
ENSG00000258729	0	1	0	2	0	0	2	2	0
ENSG00000258730	0	0	0	2	1	0	1	0	1
ENSG00000258731	0	0	1	1	0	4	3	3	1
ENSG00000258732	1	0	1	1	0	1	5	5	2
ENSG00000258733	0	0	0	0	0	1	2	0	5
ENSG00000258734	0	0	0	0	0	0	0	0	0
ENSG00000258735	1	0	0	1	0	2	0	0	2
ENSG00000258736	0	0	0	0	0	0	0	0	0
ENSG00000258737	2	3	2	6	7	4	1	6	3
ENSG00000258738	20	13	13	24	32	31	45	48	50
ENSG00000258739	0	0	0	0	0	0	0	0	1
ENSG00000258740	0	0	0	1	0	0	0	0	0
ENSG00000258741	0	0	0	0	0	0	0	1	0
ENSG00000258742	0	0	0	0	0	0	1	0	0
ENSG00000258743	5	2	2	5	7	4	5	2	8
ENSG00000258744	0	0	3	3	1	1	3	6	7
ENSG00000258745	1	0	1	3	0	0	0	1	0
ENSG00000258746	0	0	0	0	0	0	0	0	0
ENSG00000258747	0	0	0	1	0	0	0	0	0
ENSG00000258748	0	2	2	0	2	4	2	4	3
ENSG00000258749	0	0	0	2	1	0	1	3	0
ENSG00000258750	0	0	0	0	0	0	0	1	0
ENSG00000258751	0	0	0	0	0	0	1	0	0
ENSG00000258752	0	0	0	0	0	0	0	0	0
ENSG00000258753	0	0	0	0	0	0	0	0	0
ENSG00000258754	0	0	0	0	2	1	3	0	3
ENSG00000258755	0	0	0	0	0	0	0	0	0
ENSG00000258757	4	7	0	10	5	10	17	8	15
ENSG00000258758	0	0	0	0	0	0	0	0	1
ENSG00000258759	0	0	1	1	2	0	1	0	1
ENSG00000258760	0	0	0	0	0	0	1	1	0
ENSG00000258761	0	0	0	0	0	0	0	0	0
ENSG00000258762	0	0	0	0	0	0	0	0	0
ENSG00000258763	0	0	0	0	0	4	1	0	1
ENSG00000258764	0	0	0	0	0	0	0	0	0
ENSG00000258765	0	0	0	0	0	0	1	0	0
ENSG00000258766	0	0	0	0	1	2	0	2	0
ENSG00000258767	0	0	0	0	0	0	0	0	0
ENSG00000258768	20	14	39	45	55	33	81	96	93
ENSG00000258769	0	0	0	0	5	4	3	3	3
ENSG00000258770	0	0	0	0	0	1	0	1	0
ENSG00000258771	0	0	0	0	0	0	0	0	0
ENSG00000258772	0	0	1	0	0	0	0	0	0
ENSG00000258773	0	0	0	0	0	0	0	1	0
ENSG00000258774	0	0	0	0	0	1	0	0	0
ENSG00000258776	0	0	0	0	0	0	1	1	1
ENSG00000258777	1	3	0	1	0	1	2	4	3
ENSG00000258778	2	0	2	1	1	2	3	1	0
ENSG00000258779	3	1	0	0	0	4	1	10	3
ENSG00000258780	0	0	0	1	1	0	1	2	3
ENSG00000258781	0	0	0	0	0	0	0	0	0
ENSG00000258782	0	0	0	0	0	1	0	0	0
ENSG00000258783	0	0	0	0	0	1	2	3	3
ENSG00000258784	0	0	2	0	0	0	0	0	0
ENSG00000258785	0	0	0	0	0	0	0	0	3
ENSG00000258786	0	0	0	0	0	0	0	0	0
ENSG00000258787	0	0	0	0	0	0	0	0	0
ENSG00000258788	0	0	0	1	1	0	2	0	2
ENSG00000258789	1	3	4	5	6	4	5	5	6
ENSG00000258790	0	0	0	2	0	0	2	3	3
ENSG00000258791	0	0	0	0	0	1	1	0	1
ENSG00000258792	0	0	0	2	0	0	1	1	1
ENSG00000258793	0	0	0	0	0	0	0	0	0
ENSG00000258794	0	0	0	0	0	0	0	0	2
ENSG00000258795	0	0	0	1	0	0	2	0	0
ENSG00000258796	3	8	11	17	11	18	15	19	13
ENSG00000258797	0	0	0	0	0	0	0	0	0
ENSG00000258798	2	0	0	0	0	0	0	1	0
ENSG00000258799	0	0	0	0	0	0	0	0	0
ENSG00000258800	0	1	0	1	1	1	2	0	1
ENSG00000258802	0	0	0	0	0	0	0	0	0
ENSG00000258803	0	0	1	0	0	0	1	0	5
ENSG00000258804	0	0	0	0	1	0	0	0	0
ENSG00000258805	0	0	1	0	0	1	1	0	0
ENSG00000258806	0	0	0	0	0	0	0	0	0
ENSG00000258807	1	0	0	0	0	0	1	0	0
ENSG00000258808	0	0	0	0	1	0	0	0	1
ENSG00000258809	0	3	1	1	2	0	1	1	1
ENSG00000258810	0	0	0	0	0	0	1	0	0
ENSG00000258811	0	3	0	2	1	1	2	1	4
ENSG00000258812	0	0	0	0	0	0	0	0	0
ENSG00000258813	0	0	0	0	1	1	2	1	1
ENSG00000258814	0	0	0	0	0	0	0	0	0
ENSG00000258815	7	1	2	1	5	4	5	14	6
ENSG00000258816	0	0	0	0	0	0	0	0	0
ENSG00000258817	0	0	0	0	0	0	0	0	0
ENSG00000258818	0	0	0	0	1	0	0	0	0
ENSG00000258819	0	0	0	2	0	0	2	2	2
ENSG00000258820	2	1	0	1	1	2	4	3	0
ENSG00000258821	0	0	0	0	0	0	0	3	1
ENSG00000258822	0	0	0	0	0	0	1	0	0
ENSG00000258823	0	0	0	0	0	0	0	0	0
ENSG00000258824	1	0	0	0	2	1	1	1	4
ENSG00000258825	0	0	0	0	0	0	2	0	1
ENSG00000258826	0	0	0	0	0	0	1	0	0
ENSG00000258827	0	1	2	1	4	0	3	2	2
ENSG00000258828	0	0	0	0	0	1	0	2	0
ENSG00000258829	0	0	0	0	0	0	0	0	0
ENSG00000258830	0	0	0	0	0	0	0	0	0
ENSG00000258831	0	0	0	0	0	1	0	0	2
ENSG00000258834	0	0	0	0	0	0	0	0	0
ENSG00000258835	0	0	0	0	0	0	0	0	0
ENSG00000258836	0	0	0	0	0	2	0	0	0
ENSG00000258837	1	4	0	0	0	0	0	1	1
ENSG00000258838	0	0	0	0	0	0	0	0	0
ENSG00000258839	4	2	3	9	3	4	9	13	16
ENSG00000258841	0	0	0	0	0	0	5	0	1
ENSG00000258842	0	0	0	0	0	0	1	1	0
ENSG00000258843	0	0	0	0	0	1	2	0	1
ENSG00000258844	0	0	0	0	0	0	0	0	0
ENSG00000258845	0	0	0	1	0	0	0	0	0
ENSG00000258846	0	2	0	0	0	0	3	3	2
ENSG00000258847	5	0	2	6	2	0	29	8	10
ENSG00000258848	0	0	0	0	0	0	0	0	0
ENSG00000258849	0	0	0	0	0	0	0	0	0
ENSG00000258850	0	0	0	0	0	0	0	0	0
ENSG00000258851	0	0	0	1	0	0	0	0	0
ENSG00000258853	0	0	0	1	0	0	0	0	1
ENSG00000258854	0	0	1	0	0	0	0	0	1
ENSG00000258855	0	0	0	0	0	0	0	0	0
ENSG00000258856	0	1	0	2	0	0	3	0	2
ENSG00000258857	1	0	1	0	4	2	1	4	6
ENSG00000258858	0	0	0	0	0	0	0	0	0
ENSG00000258859	0	0	0	0	0	0	0	0	0
ENSG00000258860	0	0	0	0	0	0	1	0	1
ENSG00000258861	0	0	0	0	0	0	0	0	0
ENSG00000258863	0	0	0	0	0	3	1	2	2
ENSG00000258864	0	0	0	0	0	0	0	0	0
ENSG00000258866	0	1	0	0	0	0	0	0	0
ENSG00000258867	0	0	0	1	0	0	0	1	2
ENSG00000258868	0	0	0	0	0	0	2	0	1
ENSG00000258869	0	0	1	0	0	0	1	1	0
ENSG00000258870	0	0	0	0	0	0	0	0	0
ENSG00000258871	0	0	0	1	0	0	1	0	0
ENSG00000258872	2	0	0	3	2	5	11	8	11
ENSG00000258873	0	0	0	0	0	0	0	1	2
ENSG00000258874	0	0	0	0	0	0	0	1	0
ENSG00000258875	0	0	1	1	0	1	0	0	1
ENSG00000258876	1	0	2	1	0	1	1	0	1
ENSG00000258877	0	0	0	1	0	0	0	2	0
